concat,invoice_number,sku,order_number,bol,shortage,damage,return,overage,net_shortage,customer_sign,carrier_sign,subject_to_count,pod_found
9.11E+15,9110168580,446252,PR2953804,6025031857,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110168580,271056,PR2953804,6025031857,0,0,0,0,0,Yes,Yes,No,Yes
91110689032423-0007,9111068903,2423-0007,34931,6026827963,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9111284688,256045,347036,6027219863,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9110241575,362761,PR2961717,6025215615,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9110107045,220252,PR2937788,6025006791,0,0,0,0,0,No,No,No,Yes
9.11E+15,9110462340,256045,PR3010828,6025695435,0,0,0,0,0,Yes,Yes,Yes,Yes
9.11E+15,9110341079,256040,PR2983466,6025473712,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9110171802,256045,PR2951073,6025109191,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110851772,220531,PR3075099,6026382480,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9109130319,211124,PR2704864,6022989531,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9109130319,211125,PR2704864,6022989531,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9109130319,212327,PR2704864,6022989531,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9109130319,231401,PR2704864,6022989531,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9109130319,231593,PR2704864,6022989531,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9109130319,231030,PR2704864,6022989531,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9109130319,218091,PR2704864,6022989531,0,0,0,0,0,No,Yes,No,Yes
9.11E+17,9110591406,44500301,0826 115846,6025944424,0,0,0,0,0,No,No,No,Yes
9111474273,9111474273,,S18540,6027643437,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110006336,256040,PR2870413,6024830249,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9111160990,442020,PR3164287,6027007855,0,0,0,0,0,No,Yes,No,Yes
9.11E+15,9110388374,240863,PR2983468,6025512277,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110154985,240863,PR2951073,6025022546,0,0,0,0,0,Yes,Yes,No,Yes
9111452444,9111452444,,291014794,6027588841,0,0,0,0,0,No,Yes,No,Yes
9111014984,9111014984,,PR3134310,6026475495,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110107035,256042,PR2936205,6024916148,0,0,0,0,0,No,No,No,Yes
9.11E+15,9111571698,930415,54933,7018473042,3,0,0,0,3,Yes,Yes,No,Yes
9.11E+15,9111743611,381434,4531637201,7115735533,88,0,0,0,88,Yes,Yes,No,Yes
9.11E+15,9110883808,326895,8130779562,6026409922,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110883808,328418,8130779562,6026409922,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110883808,328440,8130779562,6026409922,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110883808,328468,8130779562,6026409922,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110883808,320109,8130779562,6026409922,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110883808,328411,8130779562,6026409922,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110883808,328466,8130779562,6026409922,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110883808,320122,8130779562,6026409922,0,0,0,0,0,Yes,Yes,No,Yes
9.11E+15,9110883808,320119,8130779562,6026409922,0,0,0,0,0,Yes,Yes,No,Yes
