concat,invoice_number,sku,order_number,bol,shortage,damage,return,overage,net_shortage,customer_sign,carrier_sign,subject_to_count,pod_found
9110251359329515,9110251359,3.30E+05,8164870895,6025077375,0,0,0,0,0,No,Yes,No,Yes
9110251359320122,9110251359,3.20E+05,8164870895,6025077375,0,0,0,0,0,No,Yes,No,Yes
9110251359328468,9110251359,3.28E+05,8164870895,6025077375,0,0,0,0,0,No,Yes,No,Yes
9111356717326895,9111356717,3.27E+05,8149892267,6027204494,0,0,0,0,0,Yes,Yes,No,Yes
9111356717324912,9111356717,3.25E+05,8149892267,6027204494,0,0,0,0,0,Yes,Yes,No,Yes
9111356717324910,9111356717,3.25E+05,8149892267,6027204494,0,0,0,0,0,Yes,Yes,No,Yes
9111356717328418,9111356717,3.28E+05,8149892267,6027204494,0,0,0,0,0,Yes,Yes,No,Yes
9111356717328438,9111356717,3.28E+05,8149892267,6027204494,0,0,0,0,0,Yes,Yes,No,Yes
9111356717320109,9111356717,3.20E+05,8149892267,6027204494,0,0,0,0,0,Yes,Yes,No,Yes
9111356717329515,9111356717,3.30E+05,8149892267,6027204494,0,0,0,0,0,Yes,Yes,No,Yes
9111356717328411,9111356717,3.28E+05,8149892267,6027204494,0,0,0,0,0,Yes,Yes,No,Yes
9111356717328466,9111356717,3.28E+05,8149892267,6027204494,0,0,0,0,0,Yes,Yes,No,Yes
9111356717320119,9111356717,3.20E+05,8149892267,6027204494,0,0,0,0,0,Yes,Yes,No,Yes
9111356717320119,9111356717,3.20E+05,8149892267,6027204494,0,0,0,0,0,Yes,Yes,No,Yes
9111356717320880,9111356717,3.21E+05,8149892267,6027204494,0,0,0,0,0,Yes,Yes,No,Yes
9111356717320882,9111356717,3.21E+05,8149892267,6027204494,0,0,0,0,0,Yes,Yes,No,Yes
9111356717326730,9111356717,3.27E+05,8149892267,6027204494,0,0,0,0,0,Yes,Yes,No,Yes
9110886675305220,9110886675,3.05E+05,8149881754,6026474187,0,0,0,0,0,No,Yes,No,Yes
9110886675305208,9110886675,3.05E+05,8149881754,6026474187,0,0,0,0,0,No,Yes,No,Yes
9110886675305617,9110886675,3.06E+05,8149881754,6026474187,0,0,0,0,0,No,Yes,No,Yes
9110886675302830,9110886675,3.03E+05,8149881754,6026474187,0,0,0,0,0,No,Yes,No,Yes
9110886675305487,9110886675,3.05E+05,8149881754,6026474187,0,0,0,0,0,No,Yes,No,Yes
9110886675309572,9110886675,3.10E+05,8149881754,6026474187,0,0,0,0,0,No,Yes,No,Yes
9110886675305197,9110886675,3.05E+05,8149881754,6026474187,0,0,0,0,0,No,Yes,No,Yes
9110886675309657,9110886675,3.10E+05,8149881754,6026474187,0,0,0,0,0,No,Yes,No,Yes
9110886675302832,9110886675,3.03E+05,8149881754,6026474187,0,0,0,0,0,No,Yes,No,Yes
9110886675309605,9110886675,3.10E+05,8149881754,6026474187,0,0,0,0,0,No,Yes,No,Yes
9110886675309643,9110886675,3.10E+05,8149881754,6026474187,0,0,0,0,0,No,Yes,No,Yes
9110886675305194,9110886675,3.05E+05,8149881754,6026474187,0,0,0,0,0,No,Yes,No,Yes
9110886675309653,9110886675,3.10E+05,8149881754,6026474187,0,0,0,0,0,No,Yes,No,Yes
9111389448324911,9111389448,3.25E+05,8149892836,6027434267,0,0,0,0,0,Yes,Yes,No,Yes
9111389448328440,9111389448,3.28E+05,8149892836,6027434267,0,0,0,0,0,Yes,Yes,No,Yes
9111389448320122,9111389448,3.20E+05,8149892836,6027434267,0,0,0,0,0,Yes,Yes,No,Yes
9111389448320550,9111389448,3.21E+05,8149892836,6027434267,0,0,0,0,0,Yes,Yes,No,Yes
9111389448328468,9111389448,328468,8149892836,6027434267,0,0,0,0,0,Yes,Yes,No,Yes
9111389448328203,9111389448,328203,8149892836,6027434267,0,0,0,0,0,Yes,Yes,No,Yes
9110886677326895,9110886677,326895,8149881761,6026482071,0,0,0,0,0,No,Yes,No,Yes
9110886677324912,9110886677,324912,8149881761,6026482071,0,0,0,0,0,No,Yes,No,Yes
9110886677324911,9110886677,324911,8149881761,6026482071,0,0,0,0,0,No,Yes,No,Yes
9110886677328418,9110886677,328418,8149881761,6026482071,0,0,0,0,0,No,Yes,No,Yes
9110886677328468,9110886677,328468,8149881761,6026482071,0,0,0,0,0,No,Yes,No,Yes
9110886677328203,9110886677,328203,8149881761,6026482071,0,0,0,0,0,No,Yes,No,Yes
9110886677320109,9110886677,320109,8149881761,6026482071,0,0,0,0,0,No,Yes,No,Yes
9110886677328466,9110886677,328466,8149881761,6026482071,0,0,0,0,0,No,Yes,No,Yes
9110886677320122,9110886677,320122,8149881761,6026482071,0,0,0,0,0,No,Yes,No,Yes
9110886677320119,9110886677,320119,8149881761,6026482071,0,0,0,0,0,No,Yes,No,Yes
9110886677320883,9110886677,320883,8149881761,6026482071,0,0,0,0,0,No,Yes,No,Yes
